StartTime,Motion
12.488001594,1150,129
12.588228287,1142,137
12.688244586,1143,136
12.78718781,1148,131
12.889726173,1141,138
12.992478229,1141,138
13.088273195,1139,140
13.187272908,1128,151
13.286195398,1072,95
13.385440634,1079,106
13.485019725,1115,164
13.587775876,1085,118
13.690915901,1049,114
13.786489735,1105,174
13.88649315,1074,107
13.992715971,1144,135
14.101168278,1157,122
14.204621176,1123,156
14.288895121,1165,114
14.38807076,1159,120
14.492034451,1193,86
14.591754309,1165,114
14.686918765,1144,135
14.792704945,1146,133
14.887989561,1182,97
14.99029956,1194,85
15.093793151,1160,119
15.201112263,1196,83
15.291030485,1212,67
15.388351821,1214,65
15.492216235,1139,140
15.590809746,1207,72
15.689012639,1214,65
15.7854486,1214,65
15.885232563,1213,66
15.994985217,1206,73
16.098388645,1217,62
16.191353637,1217,62
16.289736415,1216,63
16.392398749,1215,64
16.487468032,1221,58
16.589787812,1200,79
16.68781392,1209,70
16.787329114,1199,80
16.89230481,1201,78
16.992381173,1189,90
17.086885367,1162,95
17.193546597,1104,89
17.287578703,1067,100
17.396256325,1045,104
17.513404333,1027,108
17.591544478,1026,101
17.694978644,1028,109
17.785553664,1035,98
17.889477112,1032,103
17.986502099,1038,115
18.085330986,1032,99
18.18544432,1040,101
18.291131987,1074,137
18.388215032,1102,177
18.493564276,1101,178
18.601062625,1101,178
18.715178993,1110,169
18.832083214,1128,151
18.918733251,1113,128
19.00002084,1122,117
19.086147498,1150,129
19.18842022,1137,142
19.290914387,1117,162
19.391404071,1117,162
19.488543565,1137,142
19.588232364,1144,135
19.692697953,1121,158
19.797850778,1127,152
19.906697087,1128,151
20.011645222,1129,150
20.092057686,1139,140
20.191604021,1146,133
20.294574475,1124,155
20.39010903,1097,98
20.489216383,1089,104
20.588646539,1095,110
20.692110588,1111,168
20.796618964,1084,111
20.90949109,1115,164
21.004359394,1084,109
21.094320554,1112,167
21.186587993,1121,158
21.286339286,1080,103
21.386947713,1081,110
21.489189766,1065,124
21.589872514,1019,106
21.694797788,991,102
21.791587993,1043,236
21.907544947,1055,224
22.02347043,1035,146
22.1464655,1016,119
22.252263269,1092,187
22.333270739,1069,168
22.408732913,1080,199
22.489806153,1044,185
22.584865905,1063,216
22.687812487,1079,200
22.786466118,1000,113
22.887271104,1089,190
22.994754436,1009,116
23.110243649,1070,165
23.188409411,1098,181
23.29172587,1123,156
23.391968207,1101,108
23.503668033,1098,119
23.601672279,1071,120
23.690944063,1076,95
23.792897618,1075,124
23.886905077,1055,112
23.987476196,1040,105
24.091456772,1061,96
24.193824492,1066,99
24.292192518,1085,112
24.387688971,1067,96
24.487789421,1069,90
24.592955796,1050,103
24.694819007,1079,120
24.790191949,1097,108
24.892415428,1104,101
25.010460497,1136,93
25.125275826,1147,132
25.244979004,1150,75
25.35714968,1157,122
25.476570863,1159,70
25.566481365,1179,100
25.636530827,1180,99
25.692386262,1171,108
25.792065603,1149,130
25.892500162,1122,157
25.99029024,1166,113
26.087408153,1131,148
26.186580951,1144,135
26.290524752,1141,132
26.397079643,1128,151
26.496908662,1150,85
26.591170926,1139,140
26.69008507,1201,78
26.789551033,1178,101
26.888520502,1222,57
26.98819505,1222,57
27.086865518,1234,45
27.189353112,1219,60
27.299163189,1221,58
27.392287904,1233,46
27.49305527,1240,39
27.587715801,1220,59
27.688856732,1240,39
27.795368425,1251,28
27.887007227,1249,455
27.987079191,1258,204
28.089382545,1258,21
28.18876781,1260,19
28.290698906,1217,26
28.396428993,1257,30
28.519254483,1258,339
28.628939974,1251,28
28.73226519,1245,34
28.809561409,1249,30
28.889271984,1231,48
28.993346232,1231,48
29.093017004,1219,60
29.191948918,1215,64
29.293335566,1206,73
29.396367226,1182,97
29.49574316,1143,136
29.608315003,1123,156
29.724687875,1131,148
29.823710916,1135,144
29.917931826,1147,132
29.991972548,1191,161
30.089662012,1191,88
30.189650562,1193,86
30.289796214,1191,112
30.390278755,1200,94
30.496412424,1194,92
30.594943643,1194,85
30.689502576,1205,81
30.790774442,1217,101
30.888162016,1227,71
30.989964342,1226,53
31.091718946,1241,38
31.191377102,1248,105
31.291924979,1234,114
31.391888523,1241,113
31.488808681,1240,100
31.588337155,1213,66
31.688670739,1188,91
31.791049345,1241,38
31.888643175,1209,70
31.988182662,1215,64
32.092594328,1223,56
32.190005493,1220,59
32.288579956,1225,54
32.389063994,1232,47
32.495856426,1197,82
32.588246763,1226,53
32.688684521,1230,49
32.791545015,1201,78
32.892419056,1215,64
33.000642107,1240,39
33.090436479,1237,42
33.189484196,1221,58
33.29172354,1236,43
33.39217979,1255,76
33.492560955,1211,68
33.592509853,1237,42
33.691938248,1255,80
33.790260097,1208,71
33.889457496,1241,38
33.998598092,1228,51
34.121679106,1210,69
34.207566124,1240,39
34.288391384,1226,53
34.395606362,1242,37
34.493317438,1244,35
34.591821766,1232,47
34.691967535,1234,45
34.796562755,1241,38
34.895364258,1237,42
34.994415478,1232,47
35.092949859,1226,53
35.209745655,1225,54
35.297608113,1222,57
35.394841912,1221,58
35.492943359,1221,58
35.593561355,1214,65
35.691988928,1214,65
35.791910304,1220,59
35.908632461,1215,64
36.021192659,1215,64
36.097448992,1219,60
36.198856489,1223,56
36.305854688,1222,57
36.391992501,1226,53
36.49242406,1230,49
36.587764077,1250,30
36.693736619,1267,12
36.788747307,1266,13
36.891340036,1263,16
37.0041388,1266,13
37.093333771,1274,5
37.188904166,1273,6
37.289753747,1272,7
37.398950371,1267,12
37.531238062,1260,19
37.613865576,1244,35
37.692319705,1231,71
37.796230298,1194,85
37.908612215,1211,68
38.017126931,1217,62
38.113785882,1187,92
38.196176856,1192,87
38.29869785,1214,65
38.391972623,1227,52
38.493888003,1216,63
38.590912629,1219,60
38.689641189,1208,71
38.787745116,1215,64
38.887895358,1191,88
38.98673746,1198,81
39.08978785,1180,99
39.18413471,1169,110
39.284773126,1183,96
39.39540732,1175,104
39.492085712,1157,122
39.588878591,1193,86
39.69409335,1180,99
39.787092832,1185,94
39.886837389,1185,94
39.987877826,1184,95
40.089978342,1193,86
40.192305241,1208,71
40.288591168,1211,68
40.389890295,1213,66
40.498365906,1191,88
40.612677332,1189,90
40.711103193,1193,86
40.788000542,1180,99
40.892968673,1181,98
40.992406944,1233,88
41.09809865,1240,64
41.194096752,1229,50
41.292398298,1239,60
41.392389218,1197,82
41.490442782,1209,70
41.597721949,1219,60
41.694068459,1216,63
41.793319117,1233,46
41.888997627,1241,38
41.990742738,1248,31
42.08929822,1253,26
42.188670806,1245,34
42.289804034,1247,32
42.388495207,1249,30
42.496857404,1254,25
42.590802795,1254,25
42.690941038,1235,44
42.796331144,1248,55
42.889453785,1232,47
42.990159375,1224,55
43.088238647,1210,69
43.188620309,1203,76
43.291558667,1224,55
43.385935857,1203,76
43.486843002,1191,88
43.585488152,1213,66
43.688479527,1221,91
43.788768182,1222,57
43.886390184,1199,80
43.98533774,1220,59
44.084930493,1158,121
44.185274229,1191,88
44.287055927,1194,85
44.395538742,1208,71
44.488209951,1211,68
44.588370113,1203,76
44.688371259,1205,74
44.784718708,1215,64
44.890664403,1168,111
44.989506363,1220,59
45.08873871,1229,50
45.187684681,1218,61
45.288256825,1228,51
45.394260526,1232,167
45.489079149,1229,50
45.586168094,1231,48
45.693075582,1242,155
45.78645274,1222,58
45.885765866,1183,96
45.989709095,1165,114
46.088023243,1197,82
46.193304205,1162,117
46.294505914,1156,123
46.389323537,1150,129
46.491302601,1151,128
46.591615451,1142,137
46.695223624,1145,134
46.79048077,1141,138
46.890590476,1126,153
46.989647135,1139,140
47.093365036,1142,137
47.197655501,1145,134
47.294618352,1128,151
47.394057944,1139,140
47.498233102,1132,147
47.604405391,1137,142
47.6910114,1122,157
47.78997329,1135,144
47.889840695,1145,134
47.991446056,1136,143
48.090809528,1153,126
48.193073446,1151,128
48.294318716,1144,135
48.395750101,1122,157
48.496921663,1124,155
48.588847375,1099,180
48.689013178,1108,171
48.788966763,1099,180
48.893772507,1127,152
48.992106848,1135,144
49.103109706,1166,113
49.227503596,1154,125
49.346740098,1163,116
49.45211062,1161,118
49.575891969,1157,122
49.684443309,1160,119
49.765933671,1159,120
49.851633372,1154,125
49.943336291,1149,130
50.025819566,1154,125
50.108333548,1149,130
50.188352244,1156,123
50.287058699,1150,129
50.389532265,1154,125
50.492593746,1154,125
50.598417165,1154,125
50.698669595,1155,124
50.794303891,1155,124
50.88947594,1143,136
50.987435634,1147,132
51.089773256,1146,133
51.18762642,1138,141
51.291534497,1126,153
51.399702805,1121,158
51.508839537,1125,154
51.620606629,1116,183
51.744043392,1097,166
51.815826875,1083,196
51.887117466,1069,186
51.99845793,1073,196
52.098328689,1061,186
52.18625074,1067,188
52.288090486,1080,171
52.388193375,1083,196
52.488170153,1116,163
52.589059905,1122,157
52.692475703,1155,124
52.790060553,1159,120
52.895356963,1169,110
52.991833507,1168,111
53.102816944,1167,112
53.197863652,1155,124
53.2900382,1168,111
53.389810195,1157,122
53.490145922,1147,132
53.598051616,1159,120
53.6918018,1157,122
53.797345196,1150,129
53.911088534,1157,122
53.999338151,1167,112
54.089985375,1135,144
54.188768148,1159,120
54.28904384,1149,130
54.392936533,1153,126
54.492263134,1144,135
54.60808967,1113,166
54.734527595,1100,179
54.850962001,1101,178
54.968618911,1113,166
55.073247612,1114,165
55.144676547,1113,166
55.234320333,1109,170
55.308762322,1108,171
55.404025995,1107,172
55.516309915,1093,186
55.622957585,1089,190
55.742528842,1097,182
55.845233576,1098,181
55.934259269,1094,185
56.045970957,1092,187
56.171039513,1095,184
56.251975737,1077,202
56.329638786,1091,188
56.405770822,1104,175
56.488036626,1098,181
56.587888208,1094,185
56.687734773,1094,185
56.788041743,1106,173
56.892684185,1113,166
56.992209209,1123,156
57.089254459,1149,130
57.195302974,1172,107
57.298007711,1187,92
57.398823967,1215,64
57.489915377,1241,179
57.586677544,1250,155
57.694039607,1236,97
57.799736039,1223,110
57.89659961,1239,95
58.003482128,1244,94
58.105653844,1226,53
58.211275934,1234,129
58.304103938,1242,145
58.393240826,1239,142
58.493184485,1236,269
58.592443979,1238,328
58.695753041,1238,234
58.794843998,1248,175
58.8903136,1245,139
58.989675788,1216,129
59.089816933,1231,162
59.193883176,1242,168
59.297808584,1184,95
59.395245013,1229,116
59.491851407,1238,86
59.588443243,1229,50
59.689030671,1244,35
59.794155075,1225,54
59.893651823,1227,52
59.991064639,1243,52
60.098458861,1220,59
60.191472091,1227,52
60.294000766,1233,46
60.393322475,1239,40
60.495380246,1249,140
60.590707463,1228,51
60.691351182,1237,42
60.791478049,1240,101
60.892535106,1251,28
60.990096605,1221,58
61.090937984,1230,49
61.190518053,1247,110
61.294467516,1229,50
61.399737722,1225,54
61.508187619,1230,49
61.597790458,1235,129
61.69734563,1242,90
61.794046869,1223,61
61.894673857,1242,113
61.998093596,1219,60
62.09082433,1232,119
62.190974481,1245,73
62.290807103,1248,140
62.397383405,1247,101
62.50125441,1249,34
62.60813706,1197,82
62.708070597,1225,58
62.812967965,1227,91
62.90090533,1243,112
62.990732604,1247,130
63.092066314,1192,87
63.194503864,1248,251
63.29550744,1234,88
63.392723564,1248,31
63.494945557,1237,42
63.591973591,1247,156
63.690070783,1228,51
63.793955004,1238,41
63.889764647,1243,151
63.987776592,1247,138
64.091750538,1254,68
64.189361054,1239,40
64.289575188,1236,43
64.389228369,1177,103
64.488334022,1180,99
64.589230028,1238,41
64.702230247,1238,75
64.798010129,1255,78
64.911638412,1252,77
64.993781308,1249,30
65.092073793,1255,24
65.196766148,1247,86
65.290579708,1261,18
65.389056176,1243,36
65.488779692,1256,23
65.596402032,1231,49
65.693963158,1221,36
65.796500057,1240,39
65.896364475,1225,54
65.992298386,1230,49
66.092569519,1230,50
66.190682537,1229,50
66.292374115,1229,50
66.391492227,1241,38
66.493033583,1245,34
66.591485746,1226,53
66.69340449,1231,52
66.790921978,1257,22
66.894570124,1233,47
66.991688669,1244,53
67.091707585,1234,46
67.195962552,1261,18
67.293988314,1229,50
67.392550074,1227,52
67.48925458,1224,55
67.597450059,1243,37
67.695105733,1263,19
67.792385014,1227,32
67.88938732,1262,17
67.995692128,1243,36
68.091757966,1247,32
68.197660387,1238,41
68.294303707,1262,32
68.396932868,1228,52
68.488320259,1225,54
68.585584264,1256,23
68.687525528,1244,85
68.784942735,1245,34
68.896682971,1247,89
68.985721987,1216,63
69.086257295,1249,30
69.188240861,1212,40
69.286972559,1238,41
69.388103523,1230,49
69.486496989,1223,56
69.586007106,1230,55
69.685459317,1257,124
69.785270074,1228,51
69.887066183,1217,62
69.991751457,1250,29
70.086372452,1231,48
70.187155406,1230,49
70.292545702,1229,50
70.392463411,1215,64
70.493865845,1188,91
70.592679822,1180,99
70.68820559,1224,162
70.786058412,1213,66
70.893241168,1134,145
71.01227525,1129,150
71.086402444,1101,178
71.191916821,1161,118
71.297495187,1160,119
71.405163533,1125,154
71.516334039,1106,173
71.588738558,1111,168
71.686404233,1154,125
71.7884072,1098,181
71.888445632,1109,170
71.991314115,1099,180
72.092910136,1098,181
72.192846239,1104,175
72.290002683,1096,183
72.394061601,1098,181
72.495362509,1102,177
72.616093853,1096,183
72.713943636,1090,189
72.788781177,1095,184
72.890420884,1101,178
72.989896728,1084,195
73.088885721,1098,181
73.189810173,1101,178
73.29258922,1101,178
73.386206886,1092,187
73.486192677,1053,226
73.587881069,1056,201
73.694456984,1085,194
73.788888164,1102,177
73.886860265,1100,179
73.987287592,1109,170
74.086846227,1094,185
74.1924019,1071,208
74.285733503,1094,185
74.386029328,1114,165
74.485977684,1100,179
74.586930869,1114,165
74.694531117,1101,178
74.794521564,1106,173
74.895298605,1110,169
74.986616155,1105,174
75.087074363,1124,155
75.186259472,1121,158
75.292627712,1121,158
75.390833217,1121,158
75.494839781,1093,186
75.595762263,1115,164
75.692034095,1121,158
75.78639271,1124,155
75.887447846,1120,159
75.990365739,1142,137
76.092783502,1126,153
76.192647196,1123,156
76.293834427,1134,145
76.387496018,1156,123
76.486635074,1156,123
76.587056802,1158,121
76.686501991,1150,129
76.790834666,1177,102
76.894103737,1208,71
77.000077155,1148,131
77.102906681,1206,73
77.189224887,1206,73
77.289112975,1218,61
77.390052893,1203,76
77.490010775,1197,82
77.590038071,1192,87
77.69065096,1195,84
77.792549664,1200,79
77.887532319,1201,78
77.991668225,1203,76
78.095315333,1205,74
78.188619767,1199,80
78.287304383,1203,76
78.387792522,1192,87
78.486448329,1182,97
78.593044356,1181,98
78.702449351,1175,104
78.794089429,1124,99
78.887699082,1086,121
78.987812396,1090,189
79.087897285,1104,175
79.189809119,1094,185
79.293654098,1088,191
79.396141931,1114,165
79.489946828,1122,157
79.594022173,1126,153
79.690377018,1118,161
79.787396501,1119,160
79.887800847,1105,174
79.987887003,1119,160
80.093655573,1089,190
80.194093553,1130,149
80.288726362,1139,140
80.38806076,1096,107
80.487095091,1085,194
80.590446777,1080,199
80.687859281,1035,244
80.787121804,1069,210
80.891549296,1094,167
80.991389014,1066,143
81.095180911,1093,186
81.20397714,1071,170
81.289292037,1042,127
81.395899981,1103,176
81.48811307,1107,172
81.590042622,1099,180
81.692722459,1097,182
81.793342404,1103,176
81.892904061,1113,166
81.991674534,1108,171
82.090947339,1114,165
82.192793624,1116,163
82.294163683,1112,167
82.389502064,1117,162
82.492141936,1111,168
82.588334834,1117,162
82.689173381,1101,178
82.799618837,1093,186
82.901500318,1070,193
82.994445566,974,143
83.087976917,1032,197
83.187042653,1043,192
83.287380494,1091,188
83.390276615,1094,185
83.490007025,1090,189
83.597428138,1085,194
83.699196518,1071,208
83.791498451,1088,191
83.894393762,1075,204
83.991186426,1099,180
84.09263543,1087,192
84.192094383,1112,167
84.304889488,1105,174
84.415787652,1109,170
84.506249961,1114,165
84.62389766,1116,163
84.721319718,1112,167
84.800106508,1104,175
84.894307283,1090,189
84.991673036,1100,179
85.089862457,1096,183
85.196892269,1110,169
85.294898059,1116,163
85.388769397,1092,187
85.488976866,1114,165
85.591038046,1100,179
85.698936975,1105,174
85.813668595,1116,163
85.892416811,1119,160
85.990143854,1110,169
86.092714867,1120,159
86.190012578,1123,156
86.290749416,1131,148
86.391484869,1136,143
86.492978052,1144,135
86.600755719,1153,126
86.689803603,1143,136
86.792585501,1156,123
86.892977621,1147,132
86.991945372,1148,131
87.08882004,1141,138
87.197866287,1148,131
87.308395342,1148,131
87.428143247,1161,118
87.524142331,1172,107
87.606463842,1181,98
87.689787816,1192,87
87.789645888,1180,99
87.896388913,1192,87
87.993542966,1217,62
88.09869332,1229,50
88.196888853,1243,36
88.294306194,1241,38
88.394296658,1240,181
88.487855747,1248,272
88.59425816,1230,49
88.690957836,1226,53
88.801412492,1209,70
88.907206636,1218,61
89.022077926,1227,52
89.126498309,1221,58
89.234412342,1210,69
89.321169888,1210,69
89.398912903,1204,75
89.496562188,1204,75
89.590805538,1198,81
89.695489695,1196,83
89.794527478,1197,82
89.891886491,1197,82
89.998512264,1200,79
90.10465118,1200,79
90.196244656,1201,78
90.291787762,1203,76
90.390713616,1198,81
90.492580815,1202,77
90.591661351,1195,84
90.692305231,1195,84
90.797285445,1201,78
90.894429752,1206,73
90.99262564,1203,76
91.103710171,1205,74
91.202778131,1211,68
91.315692917,1216,63
91.394351078,1214,65
91.49777046,1217,62
91.596783943,1211,68
91.693362016,1202,77
91.792766554,1199,80
91.890288708,1199,80
91.991976627,1196,83
92.096901993,1191,88
92.20940945,1187,92
92.302077323,1187,92
92.389206215,1186,93
92.490772364,1171,108
92.589294775,1143,136
92.689201715,1179,100
92.789868934,1159,120
92.898400438,1176,103
92.996310952,1169,110
93.092695683,1161,118
93.200187788,1149,130
93.294581997,1141,138
93.389580841,1145,134
93.490867999,1140,139
93.58935642,1145,134
93.690273335,1148,131
93.792655653,1147,132
93.892257488,1148,131
93.99385232,1146,133
94.095636502,1149,130
94.189554845,1133,146
94.288856098,1123,156
94.402367265,1138,141
94.511329224,1126,153
94.630950246,1120,159
94.74452217,1102,177
94.819345987,1099,180
94.897805754,1107,172
94.989490274,1108,171
95.088972391,1124,155
95.196749185,1110,169
95.305188651,1126,153
95.423133095,1098,181
95.5442448,1108,171
95.662243845,1038,127
95.763902414,1088,191
95.839014943,1073,206
95.90974854,1072,159
95.989961957,1094,185
96.092943364,1100,179
96.190069376,1082,169
96.289124647,1003,132
96.395871311,1070,209
96.512817763,1080,199
96.62908325,1098,163
96.741153792,1097,160
96.848892729,1106,173
96.936356527,1104,175
97.014934442,1096,183
97.090850048,1097,182
97.19101014,1070,135
97.287179253,1110,169
97.390984663,1019,118
97.48684471,1037,232
97.585360783,1014,185
97.686039091,956,149
97.793647278,927,142
97.891166386,931,166
97.991765171,926,211
98.102941682,942,119
98.186429946,941,112
98.287108444,976,141
98.387283885,968,143
98.487968362,989,110
98.587484572,1009,126
98.688746061,1076,203
98.788759029,990,111
98.899699089,995,114
99.001096745,1015,112
99.086176595,1032,111
99.191810381,1025,112
99.286704208,1017,112
99.394752093,1020,107
99.49568434,1009,118
99.589952197,976,109
99.689869537,962,103
99.785899095,970,119
99.891605107,952,107
99.987089089,957,104
100.097179811,936,107
100.186069845,911,100
100.287585856,899,96
100.391374643,900,101
100.489662322,916,105
100.585817797,931,100
100.686592558,938,103
100.788762206,937,110
100.888426889,949,116
100.992501448,945,116
101.091074354,963,172
101.18723902,915,100
101.288616187,944,203
101.3872089,930,188
101.488068362,937,86
101.589347293,930,99
101.695644889,946,113
101.795369648,965,184
101.891595917,974,177
102.016965952,974,117
102.095201236,996,97
102.192167167,1005,162
102.300509879,992,121
102.387636974,986,115
102.48700707,998,93
102.595377312,976,113
102.691187657,978,121
102.787910487,1023,145
102.886767112,1040,123
102.990286503,1037,102
103.092084443,1049,116
103.189915198,1079,114
103.297883529,1035,114
103.402178375,1000,97
103.488425073,1003,98
103.587959706,997,100
103.687569523,995,102
103.787555154,990,107
103.887556783,981,106
103.987998837,992,115
104.09164371,989,110
104.197470179,1008,123
104.294289674,988,97
104.405626339,989,102
104.501150366,973,116
104.587890699,995,119
104.691198026,985,119
104.791528632,989,148
104.89552929,1060,195
104.995295726,978,139
105.091671984,969,118
105.194790758,947,92
105.301649825,957,100
105.40629108,948,95
105.497329381,952,93
105.591101952,1033,232
105.691818037,942,91
105.794493784,902,89
105.890954296,865,106
105.992206808,873,164
106.091574385,845,118
106.210731365,863,100
106.291870799,858,117
106.391421663,876,101
106.493919072,874,101
106.594238287,898,91
106.693768435,877,116
106.795110265,902,101
106.893709967,909,122
106.98944194,896,103
107.087461552,899,102
107.192101727,876,95
107.291898925,887,116
107.397341222,848,89
107.522802163,860,119
107.632212055,829,96
107.745798805,841,134
107.820254255,829,120
107.896955736,851,121
107.991699188,864,91
108.093752657,866,91
108.193221123,867,94
108.295328867,875,227
108.392342787,861,87
108.496756553,865,190
108.613678167,865,72
108.736662524,890,148
108.819409474,911,134
108.886508317,930,87
108.995112277,952,91
109.091970138,1022,171
109.187595034,1026,189
109.293896356,1020,189
109.401430044,939,80
109.491139682,919,90
109.593701887,908,89
109.696718978,904,93
109.79472261,904,93
109.90051863,906,95
109.993482644,916,133
110.093945551,914,103
110.188591719,910,89
110.288146193,913,98
110.389315487,911,90
110.494661907,906,85
110.594048555,887,92
110.69094778,873,94
110.794290088,861,88
110.892850339,888,89
110.996073061,949,146
111.091890503,940,137
111.198925913,937,118
111.298185149,941,108
111.392058346,916,117
111.492648507,894,99
111.598899559,777,172
111.717358395,860,86
111.811049774,847,116
111.888993493,921,162
111.991857808,864,89
112.092769937,920,157
112.199687287,901,146
112.301482397,870,113
112.389765724,883,104
112.491471191,890,101
112.589061373,909,94
112.688651117,915,102
112.78941349,912,101
112.892210803,952,143
112.98894123,940,107
113.096435705,930,89
113.196115956,937,92
113.29263492,932,101
113.388138285,946,93
113.48840359,973,90
113.592451029,999,108
113.694780818,992,99
113.791334621,1009,118
113.889253804,1055,146
113.991089516,1067,178
114.093931655,1095,156
114.198181427,1101,164
114.29457815,1103,176
114.422831321,1112,167
114.519267984,1148,131
114.597526657,1122,157
114.704861701,1135,144
114.796490934,1129,150
114.894151354,1045,151
114.990101118,1046,93
115.090700046,1024,77
115.191350117,932,77
115.2989186,817,159
115.428619993,643,308
115.539679975,598,286
115.622915416,516,346
115.698139626,486,301
115.788985759,455,341
115.888792841,439,423
115.997314189,442,451
116.097146688,418,473
116.194943228,422,434
116.292944078,368,476
116.402966032,363,430
116.490360874,309,419
116.595184255,272,516
116.694837602,228,501
116.788958717,189,449
116.893807193,140,661
116.995230194,76,622
117.09485752,68,616
117.193035634,75,621
117.290155079,59,599
117.389220959,41,588
117.49372141,41,590
117.593651904,41,602
117.69610082,50,593
117.793181588,38,587
117.901233001,37,597
118.011275362,59,624
118.101264293,55,594
118.189241778,56,588
118.289682679,65,232
118.393302162,59,600
118.495499931,88,627
118.591501747,55,290
118.691016165,56,310
118.793927452,64,331
118.89100989,46,589
118.993766682,53,595
119.094070072,55,343
119.189701356,54,358
119.295043126,59,334
119.396215841,60,304
119.496014998,65,317
119.59802301,62,313
119.697761809,62,298
119.798000758,58,264
119.892242068,61,261
119.991871912,62,280
120.095976951,62,280
120.195197101,68,300
120.295785347,70,320
120.394382829,60,226
120.492643625,52,264
120.592118529,50,257
120.692492446,56,597
120.792178795,39,237
120.894376612,29,266
120.994763118,29,286
121.092612592,56,657
121.193736493,59,731
121.296455131,17,240
121.392759048,15,262
121.491927756,18,275
121.593693695,20,258
121.694027735,18,258
121.795071902,10,260
121.903604158,20,262
122.003689955,13,253
122.107043886,31,625
122.20962759,28,637
122.305115641,34,580
122.390316475,60,628
122.492271155,40,606
122.594088726,13,262
122.695016931,21,283
122.801328932,21,271
122.9131511,28,286
122.993380371,45,328
123.104850535,59,293
123.212896893,40,280
123.294487864,19,289
123.391935958,20,291
123.492246553,32,218
123.594859031,40,279
123.690518906,64,261
123.795762616,52,255
123.892967108,43,220
123.991661286,43,228
124.09414788,51,251
124.193172393,54,265
124.294497667,53,295
124.391763027,41,343
124.493558703,19,566
124.59601011,55,341
124.692034809,46,342
124.793477489,50,339
124.895449449,45,342
124.994621213,39,334
125.093734283,25,581
125.199218109,31,349
125.313970634,31,355
125.409861798,44,335
125.497409647,42,364
125.590783379,51,389
125.701534678,51,378
125.79632402,47,395
125.896977715,30,581
125.999446375,55,709
126.117539939,31,577
126.21900502,22,574
126.335556341,20,577
126.44594525,26,579
126.523595065,20,564
126.600218685,49,346
126.695864172,26,565
126.796475555,38,597
126.890276381,62,606
126.989832977,65,615
127.088813454,92,381
127.190036134,119,372
127.289581984,116,344
127.3951538,97,315
127.492177012,111,328
127.595682096,113,365
127.688983635,125,330
127.789767685,157,320
127.893281191,174,339
127.98980823,185,330
128.093878098,170,329
128.188217877,160,316
128.289084679,149,332
128.388611056,131,296
128.490193076,107,252
128.589433274,92,266
128.688989029,105,246
128.80280446,143,296
128.919385996,161,318
129.026984041,164,318
129.123568449,129,312
129.197807668,64,311
129.287803641,39,579
129.387042274,43,601
129.487250683,48,589
129.58934163,63,604
129.687581887,54,597
129.78865368,52,592
129.889529489,55,291
129.993898689,80,353
130.115361569,113,384
130.217251084,145,386
130.309517426,138,325
130.387216855,122,382
130.487962242,107,653
130.58858685,62,363
