StartTime,Motion
130.694602272,63,318
130.796262897,56,305
130.892381507,43,249
130.993144753,33,251
131.089679849,33,261
131.191204531,32,574
131.292292069,16,308
131.389972783,25,582
131.491459186,32,283
131.592242941,23,268
131.687643513,16,275
131.794052764,22,283
131.906003811,15,275
132.003137299,11,259
132.093801902,9,264
132.191782533,5,310
132.289827934,94,799
132.393989088,37,593
132.490847044,132,441
132.587075401,66,786
132.686771381,30,587
132.790154857,100,661
132.892327785,45,653
132.988506003,68,629
133.090441603,60,678
133.192060193,77,766
133.28770721,127,787
133.391946758,11,758
133.496866647,23,301
133.58944405,40,578
133.691770919,43,113
133.794832698,52,79
133.892861262,57,228
133.995952641,67,258
134.099747632,53,598
134.197818788,49,592
134.308470932,46,612
134.397913617,43,602
134.492550221,44,589
134.592494044,44,586
134.692883718,31,573
134.790970265,33,584
134.890838227,30,574
134.990227336,17,577
135.098221829,36,400
135.2140532,16,369
135.315409813,60,616
135.396330907,19,385
135.489089085,11,654
135.58820186,26,598
135.689241009,91,179
135.788599986,20,637
135.893848699,26,661
135.987860187,44,592
136.088970941,44,700
136.189979524,29,589
136.296088709,28,613
136.396515032,21,729
136.488816097,26,564
136.592324567,26,620
136.693340637,31,593
136.793980346,27,655
136.890973412,31,654
136.994098678,18,598
137.094092409,20,580
137.19002433,21,590
137.293475994,106,765
137.393874415,103,676
137.496281025,24,575
137.589707271,22,590
137.695428786,38,592
137.79451588,104,621
137.889214413,55,739
137.989449619,24,764
138.094399514,30,610
138.193102384,31,755
138.291875778,32,747
138.399208913,33,651
138.511626994,32,658
138.596432631,29,729
138.689731506,24,718
138.789488522,25,717
138.888134278,31,582
138.99243538,43,621
139.091261681,44,605
139.191481332,29,740
139.30500405,29,743
139.388444045,34,685
139.489789549,24,717
139.597792864,30,719
139.701341345,42,639
139.788768572,61,649
139.892185433,79,653
139.991614158,21,694
140.097215194,22,584
140.190312225,128,734
140.292126061,30,604
140.390221472,115,762
140.490714775,51,446
140.593843054,29,633
140.69524678,22,581
140.793321481,34,644
140.888112712,10,716
140.988161413,15,620
141.089861563,21,571
141.196339045,20,725
141.29239449,27,644
141.392880407,29,654
141.49190398,28,572
141.597446106,22,581
141.694596118,30,602
141.798825812,21,590
141.90089158,14,625
142.004980168,19,596
142.094202507,17,644
142.189294421,14,657
142.289786096,114,658
142.389092171,82,794
142.48988351,78,707
142.59529498,90,624
142.688957292,91,636
142.791754834,83,629
142.895181812,11,680
142.992661051,58,215
143.09893489,79,705
143.195873213,86,620
143.29517446,70,763
143.394535852,69,727
143.493963704,72,642
143.59809596,72,720
143.714166578,86,612
143.821037803,72,673
143.915124858,61,766
143.992636375,80,655
144.092404893,82,664
144.194958615,88,654
144.290504509,58,671
144.391281184,21,685
144.489917771,16,592
144.594585332,27,332
144.695330076,26,241
144.792044507,28,266
144.894428605,23,296
144.997557464,27,243
145.107441885,14,572
145.196736445,23,579
145.294275052,21,728
145.392414294,59,661
145.504569268,145,367
145.594321153,74,441
145.694276569,75,98
145.801702744,41,84
145.891743627,25,91
145.990353887,75,99
146.094358295,32,209
146.194590838,26,202
146.304496623,19,105
146.403201132,21,213
146.494098489,19,123
146.596376165,26,691
146.692320759,10,137
146.795521856,12,650
146.892898003,112,746
146.991812077,76,779
147.093237648,79,611
147.190624984,54,764
147.297286686,83,605
147.396733177,76,598
147.493800101,60,705
147.600249659,67,658
147.689963471,72,687
147.790780913,124,338
147.890165813,69,637
147.994625155,115,337
148.098476459,66,651
148.196662662,75,659
148.294299547,38,764
148.397437485,37,751
148.492462632,45,741
148.59471134,54,749
148.691265606,85,642
148.794619287,46,447
148.893583547,24,589
149.000014847,29,580
149.092873938,17,567
149.191109949,20,654
149.290278407,21,573
149.392890059,21,610
149.503958394,45,602
149.599570963,21,268
149.695687746,22,275
149.798625222,17,280
149.894701972,13,283
149.993490479,30,597
150.093516327,19,581
150.193820699,16,625
150.293589285,18,683
150.403457439,17,647
150.512514436,26,583
150.615490423,29,588
150.719682931,14,691
150.793748865,27,612
150.893249762,120,502
150.99226192,22,652
151.092112075,16,581
151.192360177,22,619
151.295816703,19,617
151.396226033,33,598
151.492977627,41,742
151.59782348,15,322
151.692969527,34,278
151.797569023,44,593
151.898185923,35,585
151.990680818,27,581
152.092287275,46,321
152.200658999,30,572
152.308166818,36,593
152.397916375,46,606
152.493009905,65,610
152.592628912,53,594
152.699311685,46,605
152.815126013,42,602
152.898167451,33,595
152.995631174,27,572
153.09183601,29,585
153.198809111,27,575
153.2934685,27,314
153.389722733,26,324
153.495944818,62,683
153.592180182,32,704
153.694057241,31,647
153.796966549,24,624
153.899726494,17,607
153.992557763,24,630
154.093824817,25,647
154.194417586,40,604
154.294355441,63,769
154.398818738,80,777
154.506757027,74,688
154.614275429,13,340
154.695922964,28,639
154.801856357,41,598
154.896805722,60,663
154.992672353,58,612
155.097903472,10,340
155.200588593,19,329
155.294931248,33,609
155.391785953,40,588
155.490689562,56,616
155.599092224,58,596
155.701636331,47,597
155.790888806,36,579
155.889746429,34,580
155.991687287,36,588
156.099370969,36,583
156.201762095,36,578
156.312354562,35,579
156.395176299,29,579
156.486900278,36,578
156.591309176,25,285
156.692305345,27,269
156.791318169,29,602
156.892834226,35,635
156.987144812,21,256
157.092148709,15,307
157.194928204,21,715
157.291797369,15,634
157.393992622,32,586
157.490328038,18,643
157.588067435,17,741
157.695954556,79,637
157.798023355,21,759
157.891258045,25,635
157.989561668,14,309
158.099067173,23,600
158.197537867,30,598
158.318917231,21,747
158.413374935,15,583
158.497138056,18,748
158.591936877,22,707
158.694793986,23,785
158.791478572,15,623
158.889962038,20,600
158.989905534,72,626
159.088912832,113,751
159.190094062,126,761
159.294563075,125,737
159.395825203,27,658
159.496155702,113,787
159.6040593,76,487
159.690189287,21,583
159.789642362,71,620
159.89079576,108,514
159.990795312,104,729
160.089968066,83,650
160.194899607,130,422
160.297198637,18,756
160.39390421,31,717
160.491025458,17,563
160.590847155,29,249
160.691854914,25,265
160.789406461,28,154
160.893949467,19,696
160.992392502,166,332
161.090917034,32,594
161.192711555,79,454
161.29288428,46,604
161.389363928,19,729
161.493182073,29,592
161.599489368,23,709
161.696483569,37,276
161.795353238,126,650
161.905060425,24,422
161.99251714,57,327
162.095963724,23,615
162.188800835,13,596
162.287357205,17,580
162.389460918,15,188
162.488857385,105,724
162.592288543,59,696
162.694720715,36,665
162.794074137,21,627
162.889555051,26,596
162.991319189,19,616
163.091502076,22,577
163.187453652,19,577
163.287910561,18,585
163.396727074,15,565
163.491199421,23,584
163.589711953,17,631
163.692313691,20,582
163.792243652,24,599
163.891094726,24,718
163.999197153,57,617
164.097798376,74,629
164.197012339,86,651
164.292873336,75,713
164.396659759,80,670
164.497295784,108,623
164.589140461,93,730
164.689804643,14,649
164.800011894,31,587
164.88861063,37,615
164.996990851,33,165
165.090574752,98,415
165.188970479,23,274
165.288697296,80,467
165.388124223,46,158
165.489015362,143,313
165.589493791,30,110
165.694353171,30,101
165.793046819,21,109
165.901123171,87,372
165.994726696,46,598
166.09501212,50,463
166.197458048,20,732
166.291362258,30,747
166.3885752,84,421
166.488424904,66,421
166.589091488,24,726
166.689554119,51,435
166.792028441,15,574
166.892082217,130,643
166.998357064,9,602
167.092311285,22,662
167.194595853,13,605
167.307540693,18,282
167.431208017,17,596
167.557225006,21,590
167.663450378,17,640
167.76868341,23,663
167.85527113,29,605
167.928562909,17,576
168.038408855,33,583
168.116254556,21,693
168.197325597,58,616
168.2936796,33,599
168.389759573,60,329
168.489255764,79,486
168.592863642,86,379
168.693412968,51,650
168.803433946,19,323
168.897673864,24,334
168.997524723,21,332
169.091756566,22,282
169.192191395,17,357
169.290481455,18,354
169.391130705,19,336
169.493863781,40,382
169.591169245,31,577
169.69463212,24,567
169.791387796,31,397
169.888969725,37,395
169.994380826,43,393
170.090744063,64,663
170.189281838,20,351
170.293247027,29,377
170.400687197,19,351
170.497764462,13,342
170.598507501,26,655
170.692325133,38,734
170.792474181,31,711
170.891996552,27,669
170.993439765,33,632
171.093875181,21,597
171.192150162,29,628
171.295549154,29,595
171.397464221,20,618
171.49584846,19,587
171.595291031,31,612
171.693159387,31,611
171.793224925,19,586
171.893064442,98,779
171.993332589,25,601
172.097454369,85,781
172.197762688,80,765
172.293464667,65,746
172.399304316,75,680
172.498306,43,749
172.616771391,36,738
172.729754868,58,642
172.839900566,75,635
172.906938427,91,617
172.995083159,120,375
173.095879293,59,724
173.199958434,28,744
173.301650915,23,650
173.399729973,14,616
173.523517328,12,573
173.63862185,43,272
173.751687728,37,386
173.865351699,18,379
173.935530893,14,309
174.009901803,32,307
174.093418415,19,319
174.211624302,12,306
174.292201599,12,323
174.393218023,18,357
174.496914898,8,326
174.593394732,15,352
174.691461007,10,347
174.795177545,4,356
174.896787928,0,0
174.990667931,0,0
175.090088166,0,0
175.196187677,0,0
175.296051422,0,0
175.394359308,0,0
175.490707602,0,0
175.597202638,0,0
175.704795107,0,0
175.803348497,0,0
175.89199666,0,0
175.991375037,0,0
176.092420574,20,478
176.190873061,3,439
176.302204735,0,0
176.4027892,0,0
176.494258945,0,0
176.590711808,0,0
176.693074397,0,0
176.789809196,0,0
176.89058176,0,0
176.993986212,1270,8
177.091756768,0,0
177.192098269,0,0
177.293962989,1250,22
177.392879328,1270,98
177.492283541,1270,105
177.593846005,1264,788
177.696662224,1255,781
177.791271139,1247,792
177.893548136,255,144
177.992476775,1238,787
178.091444156,360,257
178.191178201,890,389
178.298441164,591,290
178.414593453,657,302
178.524950526,733,306
178.625352268,784,283
178.72230947,861,280
178.800678055,896,431
178.896867539,986,447
178.996404074,938,465
179.097309022,924,457
179.197627898,926,476
179.295202333,931,464
179.403714718,945,480
179.492801128,997,477
179.593614688,1017,472
179.699305313,1098,384
179.795189934,1002,511
179.894342872,1053,504
179.994902772,1061,493
180.097361162,990,515
180.199290895,1074,490
180.298355429,1077,487
180.395955031,1035,501
180.503168175,1042,488
180.592545315,974,479
180.69137163,998,481
180.791470955,1034,462
180.895658403,1157,380
180.994104808,1042,463
181.091687469,1040,444
181.195439734,1057,467
181.296951411,1074,494
181.393717064,1079,499
